week_start_date,airport_code,airport_name,spend,impressions,placements,format,audience_segment
2024-04-22,MIA,Miami International Airport,16903.85,776129,6,Digital Board,General Travelers
2024-04-22,PHX,Phoenix Sky Harbor International Airport,16945.01,790926,10,Concourse Wrap,Family Leisure Travelers
2024-04-22,IAH,George Bush Intercontinental Airport,14788.78,851108,8,Baggage Claim Display,Frequent Flyers
2024-04-22,BOS,Logan International Airport,19629.18,1192893,7,Jet Bridge,Traveling Moms
2024-04-22,MSP,Minneapolis–Saint Paul International Airport,19702.15,1169959,4,Jet Bridge,Family Leisure Travelers
2024-04-22,DTW,Detroit Metropolitan Airport,23003.19,1095936,6,Digital Board,Family Leisure Travelers
2024-04-22,PHL,Philadelphia International Airport,22803.9,1101992,9,Digital Board,Family Leisure Travelers
2024-04-22,LGA,LaGuardia Airport,23036.15,1422062,4,Digital Board,General Travelers
2024-04-22,BWI,Baltimore/Washington International Airport,19596.04,1083629,7,Jet Bridge,Traveling Moms
2024-04-29,ATL,Hartsfield–Jackson Atlanta International Airport,17481.74,882894,7,Jet Bridge,Family Leisure Travelers
2024-04-29,LAX,Los Angeles International Airport,22220.12,1045618,3,Digital Board,Frequent Flyers
2024-04-29,ORD,Chicago O'Hare International Airport,22027.13,1067132,8,Digital Board,General Travelers
2024-04-29,DFW,Dallas/Fort Worth International Airport,21601.58,1239074,5,Concourse Wrap,Family Leisure Travelers
2024-04-29,DEN,Denver International Airport,18708.35,874255,6,Digital Board,General Travelers
2024-04-29,JFK,John F. Kennedy International Airport,21209.94,861925,4,Jet Bridge,Frequent Flyers
2024-04-29,SFO,San Francisco International Airport,17451.92,1012222,5,Baggage Claim Display,Traveling Moms
2024-04-29,SEA,Seattle–Tacoma International Airport,19218.39,904281,10,Jet Bridge,Family Leisure Travelers
2024-04-29,LAS,Harry Reid International Airport,18170.18,1099967,3,Baggage Claim Display,Frequent Flyers
2024-04-29,MCO,Orlando International Airport,16874.83,866469,6,Concourse Wrap,General Travelers
2024-04-29,CLT,Charlotte Douglas International Airport,16289.01,1058751,8,Jet Bridge,General Travelers
2024-04-29,MIA,Miami International Airport,22471.26,943951,5,Jet Bridge,General Travelers
2024-04-29,PHX,Phoenix Sky Harbor International Airport,16997.26,917525,8,Digital Board,Traveling Moms
2024-04-29,IAH,George Bush Intercontinental Airport,13893.74,762449,5,Concourse Wrap,General Travelers
2024-04-29,BOS,Logan International Airport,21714.15,1402818,4,Digital Board,Frequent Flyers
2024-04-29,MSP,Minneapolis–Saint Paul International Airport,19480.81,784662,9,Baggage Claim Display,Traveling Moms
2024-04-29,DTW,Detroit Metropolitan Airport,18433.39,970732,5,Baggage Claim Display,General Travelers
2024-04-29,PHL,Philadelphia International Airport,25187.93,1568026,6,Jet Bridge,Frequent Flyers
2024-04-29,LGA,LaGuardia Airport,24646.44,1543529,9,Jet Bridge,General Travelers
2024-04-29,BWI,Baltimore/Washington International Airport,23347.25,1006775,11,Baggage Claim Display,Family Leisure Travelers
2024-05-06,ATL,Hartsfield–Jackson Atlanta International Airport,16836.99,789422,11,Concourse Wrap,General Travelers
2024-05-06,LAX,Los Angeles International Airport,16009.48,683685,10,Concourse Wrap,Frequent Flyers
2024-05-06,ORD,Chicago O'Hare International Airport,16164.28,731072,11,Concourse Wrap,Frequent Flyers
2024-05-06,DFW,Dallas/Fort Worth International Airport,15122.26,818940,6,Concourse Wrap,Traveling Moms
2024-05-06,DEN,Denver International Airport,20355.37,1289705,3,Baggage Claim Display,Traveling Moms
2024-05-06,JFK,John F. Kennedy International Airport,13778.72,793505,7,Digital Board,Traveling Moms
2024-05-06,SFO,San Francisco International Airport,16651.88,848959,11,Baggage Claim Display,Frequent Flyers
2024-05-06,SEA,Seattle–Tacoma International Airport,17176.57,1028525,11,Digital Board,General Travelers
2024-05-06,LAS,Harry Reid International Airport,15162.45,889866,9,Digital Board,Frequent Flyers
2024-05-06,MCO,Orlando International Airport,12764.48,776224,3,Jet Bridge,Frequent Flyers
2024-05-06,CLT,Charlotte Douglas International Airport,18858.72,953540,9,Jet Bridge,General Travelers
2024-05-06,MIA,Miami International Airport,15665.24,733982,11,Digital Board,Frequent Flyers
2024-05-06,PHX,Phoenix Sky Harbor International Airport,12019.69,513738,6,Concourse Wrap,Traveling Moms
2024-05-06,IAH,George Bush Intercontinental Airport,13337.52,569891,10,Baggage Claim Display,Frequent Flyers
2024-05-06,BOS,Logan International Airport,13000.35,658667,4,Jet Bridge,Frequent Flyers
2024-05-06,MSP,Minneapolis–Saint Paul International Airport,20145.04,1107540,9,Concourse Wrap,Family Leisure Travelers
2024-05-06,DTW,Detroit Metropolitan Airport,14293.21,620446,6,Digital Board,Frequent Flyers
2024-05-06,PHL,Philadelphia International Airport,12819.86,530590,5,Digital Board,Frequent Flyers
2024-05-06,LGA,LaGuardia Airport,17081.28,766416,6,Baggage Claim Display,Frequent Flyers
2024-05-06,BWI,Baltimore/Washington International Airport,17809.22,900463,6,Digital Board,Family Leisure Travelers
2024-05-13,ATL,Hartsfield–Jackson Atlanta International Airport,14683.24,739726,6,Concourse Wrap,Frequent Flyers
2024-05-13,LAX,Los Angeles International Airport,12201.9,774306,6,Baggage Claim Display,Family Leisure Travelers
2024-05-13,ORD,Chicago O'Hare International Airport,18598.18,1109638,10,Jet Bridge,General Travelers
2024-05-13,DFW,Dallas/Fort Worth International Airport,19180.54,1176392,10,Digital Board,General Travelers
2024-05-13,DEN,Denver International Airport,14698.52,896864,8,Digital Board,Family Leisure Travelers
2024-05-13,JFK,John F. Kennedy International Airport,15131.67,965189,3,Jet Bridge,General Travelers
2024-05-13,SFO,San Francisco International Airport,18011.29,1140033,5,Baggage Claim Display,Family Leisure Travelers
2024-05-13,SEA,Seattle–Tacoma International Airport,18262.18,743330,10,Concourse Wrap,General Travelers
2024-05-13,LAS,Harry Reid International Airport,17644.65,943132,10,Jet Bridge,General Travelers
2024-05-13,MCO,Orlando International Airport,15925.44,792756,9,Baggage Claim Display,Family Leisure Travelers
2024-05-13,CLT,Charlotte Douglas International Airport,15351.51,825511,9,Baggage Claim Display,Frequent Flyers
2024-05-13,MIA,Miami International Airport,14715.45,725429,5,Jet Bridge,Family Leisure Travelers
2024-05-13,PHX,Phoenix Sky Harbor International Airport,16931.44,883038,6,Baggage Claim Display,Frequent Flyers
2024-05-13,IAH,George Bush Intercontinental Airport,16621.41,919481,3,Concourse Wrap,Frequent Flyers
2024-05-13,BOS,Logan International Airport,20213.27,954963,7,Concourse Wrap,Family Leisure Travelers
2024-05-13,MSP,Minneapolis–Saint Paul International Airport,15427.21,870028,4,Baggage Claim Display,Frequent Flyers
2024-05-13,DTW,Detroit Metropolitan Airport,12428.36,581694,6,Jet Bridge,General Travelers
2024-05-13,PHL,Philadelphia International Airport,16946.91,735632,6,Digital Board,General Travelers
2024-05-13,LGA,LaGuardia Airport,17909.56,811810,7,Jet Bridge,General Travelers
2024-05-13,BWI,Baltimore/Washington International Airport,18762.01,1077241,10,Jet Bridge,Family Leisure Travelers
2024-05-20,ATL,Hartsfield–Jackson Atlanta International Airport,12781.76,704118,11,Digital Board,General Travelers
2024-05-20,LAX,Los Angeles International Airport,16538.7,1007865,9,Concourse Wrap,Family Leisure Travelers
2024-05-20,ORD,Chicago O'Hare International Airport,19355.05,1163772,7,Jet Bridge,Family Leisure Travelers
2024-05-20,DFW,Dallas/Fort Worth International Airport,16238.44,940098,11,Concourse Wrap,Frequent Flyers
2024-05-20,DEN,Denver International Airport,20524.61,1298680,8,Jet Bridge,Traveling Moms
2024-05-20,JFK,John F. Kennedy International Airport,20271.16,1311834,5,Concourse Wrap,Family Leisure Travelers
2024-05-20,SFO,San Francisco International Airport,15420.38,832464,6,Digital Board,Family Leisure Travelers
2024-05-20,SEA,Seattle–Tacoma International Airport,12832.97,793771,9,Jet Bridge,Traveling Moms
2024-05-20,LAS,Harry Reid International Airport,14658.32,863079,7,Jet Bridge,Frequent Flyers
2024-05-20,MCO,Orlando International Airport,17959.95,890066,8,Digital Board,Family Leisure Travelers
2024-05-20,CLT,Charlotte Douglas International Airport,20177.17,1083145,7,Concourse Wrap,Frequent Flyers
2024-05-20,MIA,Miami International Airport,12109.39,663829,4,Digital Board,General Travelers
2024-05-20,PHX,Phoenix Sky Harbor International Airport,17641.17,714953,7,Digital Board,General Travelers
2024-05-20,IAH,George Bush Intercontinental Airport,15248.34,670829,11,Digital Board,Frequent Flyers
2024-05-20,BOS,Logan International Airport,19512.87,1108518,9,Jet Bridge,Frequent Flyers
2024-05-20,MSP,Minneapolis–Saint Paul International Airport,16604.1,1046795,6,Baggage Claim Display,Frequent Flyers
2024-05-20,DTW,Detroit Metropolitan Airport,16780.71,697140,10,Baggage Claim Display,Frequent Flyers
2024-05-20,PHL,Philadelphia International Airport,17774.52,946220,8,Concourse Wrap,General Travelers
2024-05-20,LGA,LaGuardia Airport,15528.89,733404,11,Baggage Claim Display,Traveling Moms
2024-05-20,BWI,Baltimore/Washington International Airport,18127.33,1064486,8,Concourse Wrap,Frequent Flyers
2024-05-27,ATL,Hartsfield–Jackson Atlanta International Airport,14179.91,906089,9,Concourse Wrap,Traveling Moms
2024-05-27,LAX,Los Angeles International Airport,11739.91,702782,9,Baggage Claim Display,Frequent Flyers
2024-05-27,ORD,Chicago O'Hare International Airport,16734.13,872992,4,Digital Board,Frequent Flyers
2024-05-27,DFW,Dallas/Fort Worth International Airport,17346.22,1025441,10,Jet Bridge,Frequent Flyers
2024-05-27,DEN,Denver International Airport,13803.47,593185,9,Digital Board,General Travelers
2024-05-27,JFK,John F. Kennedy International Airport,19527.86,1042958,10,Concourse Wrap,Family Leisure Travelers
2024-05-27,SFO,San Francisco International Airport,12024.86,612887,7,Concourse Wrap,General Travelers
2024-05-27,SEA,Seattle–Tacoma International Airport,14138.07,671735,6,Concourse Wrap,Family Leisure Travelers
2024-05-27,LAS,Harry Reid International Airport,19996.51,810447,6,Digital Board,Traveling Moms
2024-05-27,MCO,Orlando International Airport,12656.04,656809,4,Digital Board,Traveling Moms
2024-05-27,CLT,Charlotte Douglas International Airport,18923.96,837090,7,Concourse Wrap,Family Leisure Travelers
2024-05-27,MIA,Miami International Airport,12934.13,758154,3,Baggage Claim Display,Frequent Flyers
2024-05-27,PHX,Phoenix Sky Harbor International Airport,14015.9,854895,3,Digital Board,Traveling Moms
2024-05-27,IAH,George Bush Intercontinental Airport,11562.36,472057,4,Concourse Wrap,General Travelers
2024-05-27,BOS,Logan International Airport,17193.43,722806,11,Baggage Claim Display,Traveling Moms
2024-05-27,MSP,Minneapolis–Saint Paul International Airport,16566.94,1035111,5,Baggage Claim Display,General Travelers
2024-05-27,DTW,Detroit Metropolitan Airport,12737.92,688920,3,Jet Bridge,Traveling Moms
2024-05-27,PHL,Philadelphia International Airport,13254.47,788293,7,Concourse Wrap,Frequent Flyers
2024-05-27,LGA,LaGuardia Airport,16134.88,975909,3,Baggage Claim Display,Frequent Flyers
2024-05-27,BWI,Baltimore/Washington International Airport,12004.65,575929,10,Concourse Wrap,Traveling Moms
2024-06-03,ATL,Hartsfield–Jackson Atlanta International Airport,17152.95,736011,8,Jet Bridge,General Travelers
2024-06-03,LAX,Los Angeles International Airport,15514.17,963571,8,Jet Bridge,Frequent Flyers
2024-06-03,ORD,Chicago O'Hare International Airport,20693.27,869742,9,Jet Bridge,Family Leisure Travelers
2024-06-03,DFW,Dallas/Fort Worth International Airport,23527.15,1509155,8,Baggage Claim Display,Family Leisure Travelers
2024-06-03,DEN,Denver International Airport,22337.55,1309234,5,Concourse Wrap,Frequent Flyers
2024-06-03,JFK,John F. Kennedy International Airport,20901.19,1198546,11,Jet Bridge,Frequent Flyers
2024-06-03,SFO,San Francisco International Airport,26047.12,1559120,8,Baggage Claim Display,Frequent Flyers
2024-06-03,SEA,Seattle–Tacoma International Airport,21841.26,1360828,7,Digital Board,Family Leisure Travelers
2024-06-03,LAS,Harry Reid International Airport,21324.76,1347884,8,Digital Board,Traveling Moms
2024-06-03,MCO,Orlando International Airport,17864.08,1085591,10,Concourse Wrap,General Travelers
2024-06-03,CLT,Charlotte Douglas International Airport,17984.99,923087,7,Digital Board,Family Leisure Travelers
2024-06-03,MIA,Miami International Airport,19991.64,826721,3,Jet Bridge,Traveling Moms
2024-06-03,PHX,Phoenix Sky Harbor International Airport,21837.96,1264878,10,Baggage Claim Display,Frequent Flyers
2024-06-03,IAH,George Bush Intercontinental Airport,24194.18,1143046,6,Digital Board,Frequent Flyers
2024-06-03,BOS,Logan International Airport,16637.79,1040682,7,Jet Bridge,Family Leisure Travelers
2024-06-03,MSP,Minneapolis–Saint Paul International Airport,21270.82,893104,10,Jet Bridge,Family Leisure Travelers
2024-06-03,DTW,Detroit Metropolitan Airport,23239.57,1141605,4,Digital Board,Family Leisure Travelers
2024-06-03,PHL,Philadelphia International Airport,20378.26,1053202,6,Digital Board,General Travelers
2024-06-03,LGA,LaGuardia Airport,26536.73,1705203,8,Jet Bridge,Family Leisure Travelers
2024-06-03,BWI,Baltimore/Washington International Airport,19069.16,1020433,7,Jet Bridge,General Travelers
2024-06-10,ATL,Hartsfield–Jackson Atlanta International Airport,18025.29,1009532,6,Digital Board,Family Leisure Travelers
2024-06-10,LAX,Los Angeles International Airport,22638.95,935635,5,Jet Bridge,General Travelers
2024-06-10,ORD,Chicago O'Hare International Airport,25203.72,1409100,11,Baggage Claim Display,Family Leisure Travelers
2024-06-10,DFW,Dallas/Fort Worth International Airport,18875.49,1182673,9,Digital Board,Family Leisure Travelers
2024-06-10,DEN,Denver International Airport,26224.61,1542377,10,Digital Board,General Travelers
2024-06-10,JFK,John F. Kennedy International Airport,25759.79,1440545,8,Jet Bridge,Family Leisure Travelers
2024-06-10,SFO,San Francisco International Airport,23426.02,1156751,8,Concourse Wrap,General Travelers
2024-06-10,SEA,Seattle–Tacoma International Airport,19858.14,1141012,11,Jet Bridge,Traveling Moms
2024-06-10,LAS,Harry Reid International Airport,23850.89,1226924,9,Digital Board,Family Leisure Travelers
2024-06-10,MCO,Orlando International Airport,18446.82,1111149,11,Baggage Claim Display,Frequent Flyers
2024-06-10,CLT,Charlotte Douglas International Airport,17760.87,1120468,9,Digital Board,Frequent Flyers
2024-06-10,MIA,Miami International Airport,15428.19,678181,11,Baggage Claim Display,General Travelers
2024-06-10,PHX,Phoenix Sky Harbor International Airport,17429.69,1113562,9,Baggage Claim Display,Traveling Moms
2024-06-10,IAH,George Bush Intercontinental Airport,21695.6,944505,5,Digital Board,General Travelers
2024-06-10,BOS,Logan International Airport,21792.56,1107920,7,Concourse Wrap,Frequent Flyers
2024-06-10,MSP,Minneapolis–Saint Paul International Airport,27280.17,1430557,7,Baggage Claim Display,Frequent Flyers
2024-06-10,DTW,Detroit Metropolitan Airport,27412.63,1389395,8,Baggage Claim Display,General Travelers
2024-06-10,PHL,Philadelphia International Airport,22318.62,1406910,8,Baggage Claim Display,Family Leisure Travelers
2024-06-10,LGA,LaGuardia Airport,19570.35,1084456,4,Baggage Claim Display,General Travelers
2024-06-10,BWI,Baltimore/Washington International Airport,29026.81,1474956,8,Jet Bridge,General Travelers
2024-06-17,ATL,Hartsfield–Jackson Atlanta International Airport,18225.65,1129632,9,Digital Board,General Travelers
2024-06-17,LAX,Los Angeles International Airport,24952.04,1058386,9,Jet Bridge,Family Leisure Travelers
2024-06-17,ORD,Chicago O'Hare International Airport,20122.78,832452,4,Baggage Claim Display,Frequent Flyers
2024-06-17,DFW,Dallas/Fort Worth International Airport,29045.67,1228565,7,Concourse Wrap,Frequent Flyers
2024-06-17,DEN,Denver International Airport,21525.96,989531,8,Concourse Wrap,Frequent Flyers
2024-06-17,JFK,John F. Kennedy International Airport,23129.6,1083372,9,Digital Board,Frequent Flyers
2024-06-17,SFO,San Francisco International Airport,28697.16,1306286,8,Jet Bridge,Traveling Moms
2024-06-17,SEA,Seattle–Tacoma International Airport,17323.04,702420,11,Jet Bridge,General Travelers
2024-06-17,LAS,Harry Reid International Airport,25153.04,1337246,6,Jet Bridge,General Travelers
2024-06-17,MCO,Orlando International Airport,19494.33,1083541,3,Jet Bridge,Traveling Moms
2024-06-17,CLT,Charlotte Douglas International Airport,19526.05,946366,9,Jet Bridge,General Travelers
2024-06-17,MIA,Miami International Airport,18672.53,1070017,9,Jet Bridge,Traveling Moms
2024-06-17,PHX,Phoenix Sky Harbor International Airport,24501.87,1212046,8,Concourse Wrap,Traveling Moms
2024-06-17,IAH,George Bush Intercontinental Airport,24031.26,1474302,8,Digital Board,Frequent Flyers
2024-06-17,BOS,Logan International Airport,18714.82,1015012,5,Concourse Wrap,Family Leisure Travelers
2024-06-17,MSP,Minneapolis–Saint Paul International Airport,19393.8,980432,8,Digital Board,Traveling Moms
2024-06-17,DTW,Detroit Metropolitan Airport,21439.59,1185712,9,Jet Bridge,Traveling Moms
2024-06-17,PHL,Philadelphia International Airport,18373.23,1073719,11,Concourse Wrap,Family Leisure Travelers
2024-06-17,LGA,LaGuardia Airport,25431.92,1306044,8,Concourse Wrap,Frequent Flyers
2024-06-17,BWI,Baltimore/Washington International Airport,19803.84,1181370,3,Digital Board,Traveling Moms
2024-06-24,ATL,Hartsfield–Jackson Atlanta International Airport,19877.69,870729,4,Concourse Wrap,Traveling Moms
2024-06-24,LAX,Los Angeles International Airport,22051.86,952894,5,Concourse Wrap,Family Leisure Travelers
2024-06-24,ORD,Chicago O'Hare International Airport,25421.04,1099549,9,Baggage Claim Display,General Travelers
2024-06-24,DFW,Dallas/Fort Worth International Airport,14875.06,881195,10,Digital Board,Family Leisure Travelers
2024-06-24,DEN,Denver International Airport,18554.3,830965,8,Jet Bridge,Family Leisure Travelers
2024-06-24,JFK,John F. Kennedy International Airport,15883.62,687917,6,Baggage Claim Display,Family Leisure Travelers
2024-06-24,SFO,San Francisco International Airport,26621.8,1211083,4,Concourse Wrap,Frequent Flyers
2024-06-24,SEA,Seattle–Tacoma International Airport,16891.83,797600,7,Baggage Claim Display,General Travelers
2024-06-24,LAS,Harry Reid International Airport,14953.41,846725,9,Concourse Wrap,Traveling Moms
2024-06-24,MCO,Orlando International Airport,17242.36,902000,8,Baggage Claim Display,Traveling Moms
2024-06-24,CLT,Charlotte Douglas International Airport,21151.89,895453,4,Baggage Claim Display,Family Leisure Travelers
2024-06-24,MIA,Miami International Airport,21531.74,1151897,8,Jet Bridge,Frequent Flyers
2024-06-24,PHX,Phoenix Sky Harbor International Airport,15253.46,895682,11,Concourse Wrap,Frequent Flyers
2024-06-24,IAH,George Bush Intercontinental Airport,27702.69,1484602,8,Digital Board,Frequent Flyers
2024-06-24,BOS,Logan International Airport,25293.27,1126934,3,Concourse Wrap,Frequent Flyers
2024-06-24,MSP,Minneapolis–Saint Paul International Airport,17449.19,1115322,11,Concourse Wrap,Frequent Flyers
2024-06-24,DTW,Detroit Metropolitan Airport,26992.95,1279659,7,Jet Bridge,Traveling Moms
2024-06-24,PHL,Philadelphia International Airport,24818.89,1432138,11,Baggage Claim Display,General Travelers
2024-06-24,LGA,LaGuardia Airport,19615.71,1093729,7,Digital Board,Family Leisure Travelers
2024-06-24,BWI,Baltimore/Washington International Airport,20954.71,1196185,6,Digital Board,Traveling Moms
